task_id,activity_name,building,level,axis,discipline,activity_type,is_outdoor,planned_start,planned_finish,planned_duration_days,predecessor_count,is_critical_path,float_days,contractor_id,contractor_avg_delay_days,contract_type,season,material_delivery_status,crew_size,open_rfi_count,open_ncr_count,pending_submittal_count,actual_finish_date,delay_days,delay_category
ACT-02134,Epoxy Curing,A1,L02,B,Process,Construction,0,2024-08-20,2024-09-09,20,3,0,8,Vendor_G,15.3,Lump Sum,Summer,Delivered,7,1,0,0,2024-09-17,8.4,Mild
ACT-02135,Doors,A1,L02,B,Architectural,Construction,0,2025-05-12,2025-05-15,3,3,1,0,Vendor_A,-1.2,Lump Sum,Spring,Delivered,22,3,0,0,2025-05-22,6.7,Mild
ACT-02136,Silka wall,A1,L02,B,Other,Construction,0,2024-06-05,2024-06-30,25,4,0,6,Vendor_C,2.7,Lump Sum,Summer,In Transit,13,0,0,0,2024-07-03,3.4,On Time
ACT-02137,Room Filigree Slab,A1,L02,B,Civil,Construction,0,2024-07-13,2024-08-09,27,6,0,8,Vendor_B,0.1,Unit Price,Summer,In Transit,12,2,0,2,2024-08-11,2.1,On Time
ACT-02138,Topping Concrete,A1,L02,B,Civil,Construction,0,2025-06-12,2025-06-21,9,4,0,5,Vendor_B,0.8,Lump Sum,Summer,Ordered,14,1,0,0,2025-06-23,2.0,On Time
ACT-02139,HVAC Works @ Rooms,A1,L02,B,MEP,Installation,0,2024-02-18,2024-02-27,9,8,0,5,Vendor_B,-0.0,Lump Sum,Winter,Ordered,11,0,2,1,2024-03-03,4.9,On Time
ACT-02140,Sprinkler Piping Works @ Rooms,A1,L02,B,MEP,Installation,0,2025-03-11,2025-03-27,16,5,1,0,Vendor_C,2.9,Unit Price,Spring,Ordered,7,0,0,1,2025-04-06,10.2,Mild
ACT-02141,Electrical Works @ Rooms,A1,L02,B,MEP,Installation,0,2025-02-05,2025-02-17,12,2,0,2,Vendor_A,-1.9,Lump Sum,Winter,Delivered,12,2,0,2,2025-02-15,-1.8,On Time
ACT-02142,Cement plaster,A1,L02,B,Architectural,Construction,0,2025-05-16,2025-05-24,8,1,0,5,Vendor_B,2.8,Lump Sum,Spring,Delivered,7,2,0,0,2025-05-28,4.2,On Time
ACT-02143,Epoxy coating,A1,L02,B,Process,Construction,0,2024-03-03,2024-03-11,8,1,1,0,Vendor_E,7.7,Unit Price,Spring,Delivered,6,2,1,1,2024-03-26,14.6,Moderate
ACT-02144,Epoxy Curing,A1,L02,B,Process,Construction,0,2025-06-22,2025-07-11,19,3,0,1,Vendor_B,-0.2,Lump Sum,Summer,In Transit,8,1,0,1,2025-07-15,4.3,On Time
ACT-02145,Doors,A1,L02,B,Architectural,Construction,0,2024-01-30,2024-02-17,18,5,0,18,Vendor_B,-0.0,Lump Sum,Winter,Delivered,23,2,2,1,2024-02-23,5.8,Mild
ACT-02146,Steel Structure,A1,L02,A,Civil,Construction,0,2024-07-15,2024-07-18,3,2,0,4,Vendor_A,-2.0,Lump Sum,Summer,Ordered,21,0,1,1,2024-07-23,5.2,Mild
ACT-02147,H9 wall,A1,L02,A,Other,Construction,0,2024-02-29,2024-03-01,1,1,0,3,Vendor_B,1.5,Lump Sum,Winter,Delivered,18,5,0,2,2024-03-06,4.9,On Time
ACT-02148,Plumbing (DW+SW Piping) Works @ Rooms,A1,L02,A,MEP,Installation,0,2024-02-11,2024-02-15,4,8,0,3,Vendor_D,4.8,Lump Sum,Winter,Delivered,12,1,0,0,2024-02-24,9.3,Mild
ACT-02149,HVAC Works @ Rooms,A1,L02,A,MEP,Installation,0,2025-06-18,2025-07-04,16,3,1,0,Vendor_B,0.8,Lump Sum,Summer,Not Ordered,17,2,0,0,2025-07-17,13.1,Moderate
ACT-02150,Sprinkler Piping Works @ Rooms,A1,L02,A,MEP,Installation,0,2025-02-06,2025-02-22,16,2,0,4,Vendor_C,2.4,Lump Sum,Winter,Ordered,16,1,0,1,2025-02-27,4.7,On Time
ACT-02151,Electrical Works @ Rooms,A1,L02,A,MEP,Installation,0,2024-10-14,2024-10-15,1,5,1,0,Vendor_G,15.3,Unit Price,Autumn,Delivered,19,0,0,0,2024-11-01,17.1,Severe
ACT-02152,Cement plaster,A1,L02,A,Architectural,Construction,0,2024-03-13,2024-03-21,8,4,0,18,Vendor_D,4.2,Unit Price,Spring,Delivered,24,0,1,1,2024-03-27,6.0,Mild
ACT-02153,"Suspended, microperforated metal acoustic panels 150x60cm",A1,L02,A,Architectural,Construction,0,2024-10-25,2024-11-12,18,3,0,15,Vendor_D,2.7,Unit Price,Autumn,In Transit,21,1,0,1,2024-11-17,4.6,On Time
ACT-02154,Epoxy coating,A1,L02,A,Process,Construction,0,2024-07-05,2024-07-07,2,3,1,0,Vendor_C,3.9,Lump Sum,Summer,In Transit,17,4,0,0,2024-07-19,12.4,Moderate
ACT-02155,Epoxy Curing,A1,L02,A,Process,Construction,0,2024-06-09,2024-06-15,6,2,0,1,Vendor_D,3.1,Lump Sum,Summer,In Transit,19,1,2,1,2024-06-18,2.8,On Time
ACT-02156,Doors,A1,L02,A,Architectural,Construction,0,2024-12-13,2024-12-30,17,3,0,9,Vendor_G,15.4,Lump Sum,Winter,Delivered,19,1,0,0,2025-01-16,17.4,Severe
ACT-02157,Steel Structure,A1,L02,A,Civil,Construction,0,2025-03-17,2025-03-22,5,5,0,4,Vendor_B,0.3,Unit Price,Spring,Delivered,10,0,0,0,2025-03-21,-1.4,On Time
ACT-02158,H9 wall,A1,L02,A,Other,Construction,0,2024-09-10,2024-09-14,4,5,0,28,Vendor_G,16.2,Lump Sum,Autumn,Delivered,7,2,0,1,2024-10-04,20.2,Severe
ACT-02159,Plumbing (DW+SW Piping) Works @ Rooms,A1,L02,A,MEP,Installation,0,2024-10-07,2024-10-10,3,6,1,0,Vendor_A,-0.9,Unit Price,Autumn,Delivered,13,2,0,0,2024-10-18,7.9,Mild
ACT-02160,HVAC Works @ Rooms,A1,L02,A,MEP,Installation,0,2024-12-31,2025-01-15,15,8,1,0,Vendor_A,-0.5,Unit Price,Winter,Delivered,7,1,0,0,2025-01-23,8.4,Mild
ACT-02161,Sprinkler Piping Works @ Rooms,A1,L02,A,MEP,Installation,0,2024-03-22,2024-04-01,10,4,0,13,Vendor_D,6.5,Lump Sum,Spring,In Transit,13,2,0,1,2024-04-10,8.6,Mild
ACT-02162,Electrical Works @ Rooms,A1,L02,A,MEP,Installation,0,2025-04-06,2025-04-17,11,2,0,2,Vendor_B,0.9,Unit Price,Spring,Delivered,15,2,0,0,2025-04-16,-1.2,On Time
ACT-02163,Cement plaster,A1,L02,A,Architectural,Construction,0,2025-04-10,2025-04-14,4,2,1,0,Vendor_C,0.9,Lump Sum,Spring,In Transit,8,1,0,3,2025-04-22,7.5,Mild
ACT-02164,"Suspended, microperforated metal acoustic panels 150x60cm",A1,L02,A,Architectural,Construction,0,2024-11-02,2024-11-03,1,6,1,0,Vendor_E,9.0,Unit Price,Autumn,Ordered,19,2,1,0,2024-11-25,22.4,Severe
ACT-02165,Epoxy coating,A1,L02,A,Process,Construction,0,2024-04-25,2024-05-07,12,2,1,0,Vendor_D,5.9,Lump Sum,Spring,Delivered,24,0,0,0,2024-05-09,2.2,On Time
ACT-02166,Epoxy Curing,A1,L02,A,Process,Construction,0,2024-10-11,2024-10-27,16,2,0,3,Vendor_A,-0.7,Lump Sum,Autumn,Delivered,14,1,0,2,2024-10-30,2.7,On Time
ACT-02167,Doors,A1,L02,A,Architectural,Construction,0,2024-03-12,2024-03-16,4,6,0,18,Vendor_B,1.1,Time & Material,Spring,Delivered,6,3,1,0,2024-03-24,8.1,Mild
ACT-02168,Steel Structure,A1,L02,E,Civil,Construction,0,2025-03-02,2025-03-03,1,1,1,0,Vendor_A,-1.7,Unit Price,Spring,Delivered,21,1,0,1,2025-03-06,2.8,On Time
ACT-02169,H9 wall,A1,L02,E,Other,Construction,0,2024-07-01,2024-07-13,12,3,0,10,Vendor_G,17.0,Lump Sum,Summer,Delivered,10,1,0,0,2024-08-08,25.9,Severe
ACT-02170,Plumbing (DW+SW Piping) Works @ Rooms,A1,L02,E,MEP,Installation,0,2024-06-30,2024-07-13,13,8,0,9,Vendor_E,6.6,Unit Price,Summer,Delivered,9,1,0,4,2024-07-18,5.4,Mild
ACT-02171,HVAC Works @ Rooms,A1,L02,E,MEP,Installation,0,2025-06-08,2025-06-16,8,2,1,0,Vendor_G,15.3,Lump Sum,Summer,Delivered,18,1,1,0,2025-07-06,20.0,Severe
ACT-02172,Sprinkler Piping Works @ Rooms,A1,L02,E,MEP,Installation,0,2024-08-29,2024-09-04,6,5,0,2,Vendor_F,11.7,Lump Sum,Summer,Delivered,13,3,1,1,2024-09-23,18.9,Severe
ACT-02173,Electrical Works @ Rooms,A1,L02,E,MEP,Installation,0,2025-03-16,2025-03-30,14,2,0,2,Vendor_C,3.0,Unit Price,Spring,Not Ordered,18,0,0,1,2025-04-09,10.4,Mild
ACT-02174,Cement plaster,A1,L02,E,Architectural,Construction,0,2024-12-24,2024-12-28,4,6,0,3,Vendor_F,10.1,Lump Sum,Winter,Delivered,23,2,0,2,2025-01-09,11.8,Moderate
ACT-02175,"Suspended, microperforated metal acoustic panels 150x60cm",A1,L02,E,Architectural,Construction,0,2024-07-03,2024-07-06,3,3,0,10,Vendor_E,7.1,Lump Sum,Summer,Delivered,11,0,1,0,2024-07-18,11.8,Moderate
ACT-02176,Epoxy coating,A1,L02,E,Process,Construction,0,2024-03-21,2024-03-25,4,6,0,4,Vendor_D,4.1,Time & Material,Spring,Delivered,9,0,0,1,2024-03-30,5.3,Mild
ACT-02177,Epoxy Curing,A1,L02,E,Process,Construction,0,2025-03-20,2025-04-04,15,6,1,0,Vendor_C,3.1,Lump Sum,Spring,Delivered,5,2,0,0,2025-04-14,9.8,Mild
ACT-02178,Doors,A1,L02,E,Architectural,Construction,0,2025-03-01,2025-03-06,5,1,0,1,Vendor_E,7.1,Lump Sum,Spring,Delivered,13,3,0,0,2025-03-12,6.5,Mild
ACT-02179,Steel Structure,A1,L02,A,Civil,Construction,0,2024-04-15,2024-05-13,28,3,1,0,Vendor_D,4.2,Lump Sum,Spring,Delivered,14,1,0,3,2024-05-21,7.8,Mild
ACT-02180,Gypsum,A1,L02,A,Architectural,Construction,0,2024-05-28,2024-06-11,14,1,0,10,Vendor_D,5.8,Lump Sum,Spring,Ordered,15,1,1,0,2024-06-25,13.6,Moderate
ACT-02181,Plumbing (DW+SW Piping) Works @ Rooms,A1,L02,A,MEP,Installation,0,2025-03-03,2025-03-22,19,2,0,4,Vendor_C,0.6,Lump Sum,Spring,Delivered,5,0,0,0,2025-03-22,-0.4,On Time
ACT-02182,HVAC Works @ Rooms,A1,L02,A,MEP,Installation,0,2025-06-29,2025-07-04,5,3,0,1,Vendor_E,6.9,Unit Price,Summer,Delivered,17,0,0,1,2025-07-12,7.6,Mild
ACT-02183,Sprinkler Piping Works @ Rooms,A1,L02,A,MEP,Installation,0,2025-04-14,2025-04-23,9,3,0,12,Vendor_A,-3.5,Unit Price,Spring,In Transit,14,5,0,4,2025-04-25,1.9,On Time
ACT-02184,Electrical Works @ Rooms,A1,L02,A,MEP,Installation,0,2025-01-18,2025-02-13,26,3,1,0,Vendor_E,5.2,Unit Price,Winter,Delivered,5,0,1,1,2025-02-25,11.6,Moderate
ACT-02185,Suspended modular ceiling 60x60cm,A1,L02,A,Architectural,Construction,0,2025-05-23,2025-06-10,18,3,0,6,Vendor_E,6.9,Unit Price,Spring,Delivered,7,1,0,2,2025-06-18,7.7,Mild
ACT-02186,Vinyl,A1,L02,A,Other,Construction,0,2024-06-17,2024-07-04,17,5,0,3,Vendor_C,0.3,Lump Sum,Summer,Not Ordered,22,1,0,2,2024-07-14,9.7,Mild
ACT-02187,Internal Doors & Windows,A1,L02,A,Architectural,Construction,0,2024-01-20,2024-01-27,7,5,0,8,Vendor_B,-0.7,Lump Sum,Winter,Delivered,18,2,0,1,2024-01-24,-3.1,On Time
ACT-02188,Secondary Steel & Wall Frames,A1,L02,C,Civil,Construction,0,2024-07-06,2024-07-25,19,5,0,2,Vendor_C,-0.1,Time & Material,Summer,In Transit,16,1,1,2,2024-07-27,1.8,On Time
ACT-02189,Gypsium Boards,A1,L02,C,Architectural,Construction,0,2025-06-22,2025-07-02,10,5,0,3,Vendor_A,-1.3,Lump Sum,Summer,Ordered,10,2,1,0,2025-07-07,5.2,Mild
ACT-02190,Plumbing (DW+SW Piping) Works @ Rooms,A1,L02,C,MEP,Installation,0,2025-05-05,2025-05-28,23,4,1,0,Vendor_B,1.2,Time & Material,Spring,Delivered,13,0,0,1,2025-06-05,8.5,Mild
ACT-02191,HVAC Works @ Rooms,A1,L02,C,MEP,Installation,0,2024-02-11,2024-02-25,14,3,1,0,Vendor_C,1.9,Lump Sum,Winter,Delivered,8,0,1,1,2024-02-26,0.8,On Time
ACT-02192,Sprinkler Piping Works @ Rooms,A1,L02,C,MEP,Installation,0,2024-10-12,2024-10-19,7,8,0,3,Vendor_E,8.4,Lump Sum,Autumn,Delivered,5,1,0,1,2024-10-29,10.0,Mild
ACT-02193,Electrical Works @ Rooms,A1,L02,C,MEP,Installation,0,2024-02-26,2024-03-29,32,3,0,6,Vendor_B,-0.8,Lump Sum,Winter,Delivered,15,1,0,1,2024-03-26,-2.8,On Time
ACT-02194,Ceilings,A1,L02,C,Architectural,Construction,0,2025-03-16,2025-03-27,11,2,0,10,Vendor_A,0.7,Lump Sum,Spring,Not Ordered,7,0,2,1,2025-04-08,12.0,Moderate
ACT-02195,Wall Finish,A1,L02,C,Other,Construction,0,2024-08-03,2024-08-13,10,3,0,5,Vendor_D,4.4,Time & Material,Summer,Delivered,10,1,0,0,2024-08-18,4.6,On Time
ACT-02196,Floor Finishes,A1,L02,C,Other,Construction,0,2025-05-21,2025-06-03,13,1,0,11,Vendor_E,6.3,Lump Sum,Spring,In Transit,21,1,1,1,2025-06-13,9.9,Mild
ACT-02197,Internal Doors & Windows,A1,L02,C,Architectural,Construction,0,2024-02-13,2024-03-01,17,4,1,0,Vendor_A,-1.1,Unit Price,Winter,In Transit,10,0,0,0,2024-03-04,3.2,On Time
ACT-02198,Secondary Steel & Wall Frames,A1,L02,B,Civil,Construction,0,2025-02-14,2025-02-21,7,6,0,2,Vendor_A,-0.6,Lump Sum,Winter,Delivered,8,0,0,1,2025-02-20,-0.7,On Time
ACT-02199,Gypsium Boards,A1,L02,B,Architectural,Construction,0,2024-08-17,2024-08-19,2,3,0,9,Vendor_A,-0.2,Unit Price,Summer,Delivered,20,1,0,0,2024-08-21,2.0,On Time
ACT-02200,Plumbing (DW+SW Piping) Works @ Rooms,A1,L02,B,MEP,Installation,0,2024-06-07,2024-06-09,2,7,1,0,Vendor_F,12.3,Lump Sum,Summer,Ordered,18,0,0,1,2024-06-30,21.0,Severe
ACT-02201,HVAC Works @ Rooms,A1,L02,B,MEP,Installation,0,2024-10-20,2024-11-01,12,7,0,12,Vendor_E,7.6,Unit Price,Autumn,Delivered,7,2,0,3,2024-11-13,11.6,Moderate
ACT-02202,Sprinkler Piping Works @ Rooms,A1,L02,B,MEP,Installation,0,2024-10-03,2024-10-15,12,2,1,0,Vendor_G,15.9,Time & Material,Autumn,Ordered,14,1,1,1,2024-11-05,21.2,Severe
ACT-02203,Electrical Works @ Rooms,A1,L02,B,MEP,Installation,0,2024-07-21,2024-08-11,21,7,1,0,Vendor_D,4.8,Lump Sum,Summer,Delivered,19,1,1,0,2024-08-21,10.5,Mild
ACT-02204,Ceilings,A1,L02,B,Architectural,Construction,0,2024-12-30,2025-01-06,7,2,0,12,Vendor_G,17.3,Time & Material,Winter,Delivered,14,2,1,0,2025-02-01,26.0,Severe
ACT-02205,Wall Finish,A1,L02,B,Other,Construction,0,2025-01-06,2025-01-14,8,2,0,2,Vendor_C,1.3,Lump Sum,Winter,Delivered,10,0,0,1,2025-01-15,1.0,On Time
ACT-02206,Floor Finishes,A1,L02,B,Other,Construction,0,2024-02-25,2024-03-18,22,5,1,0,Vendor_D,3.7,Time & Material,Winter,In Transit,16,1,0,2,2024-03-29,10.6,Mild
ACT-02207,Internal Doors & Windows,A1,L02,B,Architectural,Construction,0,2024-12-01,2024-12-08,7,5,0,29,Vendor_D,4.4,Lump Sum,Winter,In Transit,9,4,0,0,2024-12-15,7.0,Mild
ACT-02208,Secondary Steel & Wall Frames,A1,L02,C,Civil,Construction,0,2025-02-01,2025-02-19,18,6,1,0,Vendor_A,0.1,Time & Material,Winter,Delivered,20,2,0,0,2025-02-25,6.0,Mild
ACT-02209,Gypsium Boards,A1,L02,C,Architectural,Construction,0,2024-02-24,2024-02-26,2,1,1,0,Vendor_A,-1.5,Lump Sum,Winter,Delivered,16,1,0,1,2024-02-28,2.5,On Time
ACT-02210,Plumbing (DW+SW Piping) Works @ Rooms,A1,L02,C,MEP,Installation,0,2025-01-04,2025-01-10,6,5,0,4,Vendor_A,-0.3,Unit Price,Winter,Delivered,15,1,0,4,2025-01-13,2.8,On Time
ACT-02211,HVAC Works @ Rooms,A1,L02,C,MEP,Installation,0,2025-03-24,2025-04-09,16,7,1,0,Vendor_C,2.4,Time & Material,Spring,Delivered,16,1,0,1,2025-04-20,10.9,Mild
ACT-02212,Sprinkler Piping Works @ Rooms,A1,L02,C,MEP,Installation,0,2025-04-08,2025-04-13,5,7,1,0,Vendor_C,1.6,Time & Material,Spring,Delivered,19,5,1,0,2025-04-23,10.4,Mild
ACT-02213,Electrical Works @ Rooms,A1,L02,C,MEP,Installation,0,2024-02-06,2024-02-21,15,2,0,6,Vendor_D,3.9,Lump Sum,Winter,Delivered,11,0,0,1,2024-02-25,3.7,On Time
ACT-02214,Ceilings,A1,L02,C,Architectural,Construction,0,2025-01-25,2025-02-02,8,1,1,0,Vendor_F,11.3,Lump Sum,Winter,Delivered,15,1,0,1,2025-02-22,20.0,Severe
ACT-02215,Wall Finish,A1,L02,C,Other,Construction,0,2025-03-20,2025-03-29,9,6,0,1,Vendor_F,9.8,Unit Price,Spring,In Transit,5,1,2,0,2025-04-08,10.1,Mild
ACT-02216,Floor Finishes,A1,L02,C,Other,Construction,0,2024-08-16,2024-08-29,13,4,0,12,Vendor_G,17.4,Unit Price,Summer,In Transit,18,0,0,2,2024-09-12,13.7,Moderate
ACT-02217,Internal Doors & Windows,A1,L02,C,Architectural,Construction,0,2024-11-03,2024-11-18,15,1,1,0,Vendor_D,6.0,Lump Sum,Autumn,Delivered,21,2,0,1,2024-11-29,10.8,Mild
ACT-02218,Secondary Steel & Wall Frames,A1,L02,A,Civil,Construction,0,2024-06-06,2024-06-23,17,1,0,8,Vendor_B,0.3,Unit Price,Summer,Ordered,7,1,1,0,2024-06-26,2.7,On Time
ACT-02219,Gypsium Boards,A1,L02,A,Architectural,Construction,0,2024-06-30,2024-07-11,11,3,0,11,Vendor_B,2.4,Lump Sum,Summer,Delivered,22,2,1,3,2024-07-15,4.0,On Time
ACT-02220,Plumbing (DW+SW Piping) Works @ Rooms,A1,L02,A,MEP,Installation,0,2024-10-11,2024-10-22,11,8,0,13,Vendor_B,0.7,Unit Price,Autumn,Delivered,6,0,0,1,2024-10-22,-0.1,On Time
ACT-02221,HVAC Works @ Rooms,A1,L02,A,MEP,Installation,0,2024-04-05,2024-04-12,7,5,0,3,Vendor_B,-0.0,Lump Sum,Spring,Delivered,10,0,0,0,2024-04-12,-0.2,On Time
ACT-02222,Sprinkler Piping Works @ Rooms,A1,L02,A,MEP,Installation,0,2024-08-02,2024-08-10,8,3,0,13,Vendor_C,1.6,Lump Sum,Summer,In Transit,7,0,0,0,2024-08-10,-0.1,On Time
ACT-02223,Electrical Works @ Rooms,A1,L02,A,MEP,Installation,0,2024-06-25,2024-06-30,5,6,1,0,Vendor_A,-1.2,Lump Sum,Summer,In Transit,8,1,0,0,2024-07-06,6.3,Mild
ACT-02224,Ceilings,A1,L02,A,Architectural,Construction,0,2024-05-22,2024-05-27,5,2,1,0,Vendor_D,4.0,Unit Price,Spring,In Transit,21,1,0,1,2024-06-03,7.1,Mild
ACT-02225,Wall Finish,A1,L02,A,Other,Construction,0,2024-10-02,2024-10-06,4,6,1,0,Vendor_D,3.7,Lump Sum,Autumn,In Transit,9,3,1,0,2024-10-16,9.7,Mild
ACT-02226,Floor Finishes,A1,L02,A,Other,Construction,0,2025-04-11,2025-04-20,9,2,0,9,Vendor_C,3.1,Unit Price,Spring,Delivered,8,1,0,4,2025-04-22,2.0,On Time
ACT-02227,Internal Doors & Windows,A1,L02,A,Architectural,Construction,0,2024-05-24,2024-06-04,11,5,0,14,Vendor_A,-1.2,Time & Material,Spring,Delivered,9,0,1,3,2024-06-05,0.7,On Time
ACT-02228,Secondary Steel & Wall Frames,A1,L02,E,Civil,Construction,0,2025-01-05,2025-01-18,13,5,0,14,Vendor_A,-2.9,Lump Sum,Winter,In Transit,6,3,0,1,2025-01-19,0.6,On Time
ACT-02229,Gypsium Boards,A1,L02,E,Architectural,Construction,0,2024-05-31,2024-06-17,17,1,0,1,Vendor_D,6.9,Unit Price,Spring,In Transit,18,1,0,0,2024-06-28,10.8,Mild
ACT-02230,Plumbing (DW+SW Piping) Works @ Rooms,A1,L02,E,MEP,Installation,0,2024-03-31,2024-04-07,7,5,0,8,Vendor_A,-0.3,Unit Price,Spring,Delivered,6,2,0,0,2024-04-08,0.7,On Time
ACT-02231,HVAC Works @ Rooms,A1,L02,E,MEP,Installation,0,2025-06-07,2025-06-16,9,7,1,0,Vendor_E,5.6,Lump Sum,Summer,Delivered,18,1,0,0,2025-06-28,12.5,Moderate
ACT-02232,Sprinkler Piping Works @ Rooms,A1,L02,E,MEP,Installation,0,2024-12-21,2024-12-22,1,7,1,0,Vendor_G,14.5,Unit Price,Winter,In Transit,15,0,0,2,2025-01-15,24.4,Severe
ACT-02233,Electrical Works @ Rooms,A1,L02,E,MEP,Installation,0,2024-03-11,2024-03-19,8,6,1,0,Vendor_D,2.8,Unit Price,Spring,Not Ordered,16,0,1,1,2024-04-08,20.4,Severe
ACT-02234,Ceilings,A1,L02,E,Architectural,Construction,0,2024-12-21,2024-12-27,6,4,1,0,Vendor_E,7.6,Time & Material,Winter,Delivered,16,1,0,1,2025-01-09,12.9,Moderate
ACT-02235,Wall Finish,A1,L02,E,Other,Construction,0,2024-04-19,2024-05-05,16,1,0,8,Vendor_C,2.4,Unit Price,Spring,Delivered,13,0,0,1,2024-05-07,2.0,On Time
ACT-02236,Floor Finishes,A1,L02,E,Other,Construction,0,2025-05-08,2025-05-15,7,6,1,0,Vendor_D,4.8,Unit Price,Spring,Delivered,24,1,0,2,2025-05-25,9.8,Mild
ACT-02237,Internal Doors & Windows,A1,L02,E,Architectural,Construction,0,2024-05-27,2024-08-10,75,6,1,0,Vendor_D,4.0,Unit Price,Spring,In Transit,9,2,0,2,2024-08-20,10.4,Mild
ACT-02238,Secondary Steel & Wall Frames,A1,L02,E,Civil,Construction,0,2025-03-25,2025-04-12,18,2,0,4,Vendor_F,10.4,Unit Price,Spring,Delivered,16,2,0,0,2025-04-24,11.6,Moderate
ACT-02239,Gypsium Boards,A1,L02,E,Architectural,Construction,0,2024-05-01,2024-05-15,14,6,0,8,Vendor_E,7.7,Lump Sum,Spring,Delivered,6,0,0,1,2024-05-25,10.0,Mild
ACT-02240,Plumbing (DW+SW Piping) Works @ Rooms,A1,L02,E,MEP,Installation,0,2024-11-11,2024-11-15,4,6,0,2,Vendor_E,6.9,Lump Sum,Autumn,Delivered,7,2,1,0,2024-11-25,10.4,Mild
ACT-02241,HVAC Works @ Rooms,A1,L02,E,MEP,Installation,0,2025-05-21,2025-06-27,37,7,0,7,Vendor_D,4.5,Lump Sum,Spring,In Transit,18,0,0,2,2025-07-06,9.2,Mild
ACT-02242,Sprinkler Piping Works @ Rooms,A1,L02,E,MEP,Installation,0,2024-06-22,2024-07-02,10,6,0,1,Vendor_C,2.8,Unit Price,Summer,Delivered,9,2,1,1,2024-07-09,7.1,Mild
ACT-02243,Electrical Works @ Rooms,A1,L02,E,MEP,Installation,0,2024-02-27,2024-03-13,15,2,1,0,Vendor_C,1.4,Lump Sum,Winter,Delivered,13,2,0,1,2024-03-15,2.5,On Time
ACT-02244,Ceilings,A1,L02,E,Architectural,Construction,0,2024-11-08,2024-12-14,36,4,1,0,Vendor_C,3.4,Lump Sum,Autumn,Ordered,6,6,0,0,2024-12-27,12.6,Moderate
ACT-02245,Wall Finish,A1,L02,E,Other,Construction,0,2024-04-17,2024-04-21,4,4,1,0,Vendor_B,-0.9,Lump Sum,Spring,Not Ordered,22,0,2,1,2024-05-02,11.4,Moderate
ACT-02246,Floor Finishes,A1,L02,E,Other,Construction,0,2025-02-11,2025-02-15,4,6,0,11,Vendor_A,-1.4,Unit Price,Winter,In Transit,21,0,0,1,2025-02-20,5.0,On Time
ACT-02247,Internal Doors & Windows,A1,L02,E,Architectural,Construction,0,2024-11-29,2024-12-16,17,3,1,0,Vendor_E,7.5,Unit Price,Autumn,Delivered,5,2,0,2,2024-12-27,11.1,Moderate
ACT-02248,CCTV & Access Control in Rooms Area L02,A1,---,---,Other,Construction,0,2024-07-20,2024-07-21,1,2,0,4,Vendor_F,9.7,Lump Sum,Summer,Delivered,9,0,0,0,2024-07-29,7.5,Mild
ACT-02249,FAS System - Rooms L00-L01,A1,---,---,Other,Construction,0,2025-01-30,2025-02-06,7,3,0,9,Vendor_G,16.2,Unit Price,Winter,Delivered,9,2,1,0,2025-02-20,14.2,Moderate
ACT-02250,Internal Railings,A1,L03,B,Other,Construction,0,2024-05-22,2024-05-26,4,4,1,0,Vendor_D,4.9,Time & Material,Spring,Delivered,11,2,0,2,2024-06-06,11.1,Moderate
ACT-02251,Internal Railings,A1,L03,A,Other,Construction,0,2025-05-24,2025-06-06,13,3,0,9,Vendor_A,-2.3,Time & Material,Spring,Delivered,11,2,0,0,2025-06-02,-4.2,On Time
ACT-02252,Internal Railings,A1,L03,C,Other,Construction,0,2024-07-20,2024-07-30,10,4,1,0,Vendor_F,10.3,Unit Price,Summer,Delivered,11,2,0,2,2024-08-13,14.5,Moderate
ACT-02253,Internal Railings,A1,L03,D,Other,Construction,0,2025-03-02,2025-03-05,3,5,0,11,Vendor_E,6.8,Lump Sum,Spring,In Transit,14,0,1,1,2025-03-11,6.4,Mild
ACT-02254,Internal Railings,A1,L03,E,Other,Construction,0,2024-06-02,2024-06-09,7,1,0,7,Vendor_B,-1.1,Lump Sum,Summer,Delivered,21,0,0,0,2024-06-06,-2.6,On Time
ACT-02255,SW_Piping,A1,U00,B,MEP,Construction,1,2025-02-04,2025-02-07,3,6,0,10,Vendor_F,11.2,Lump Sum,Winter,Delivered,12,1,0,0,2025-02-25,18.5,Severe
ACT-02256,SW_Piping,A1,U00,A,MEP,Construction,1,2024-02-01,2024-03-01,29,3,0,4,Vendor_C,1.8,Unit Price,Winter,Delivered,22,0,0,0,2024-03-05,3.5,On Time
ACT-02257,SW_Piping,A1,U00,C,MEP,Construction,1,2024-06-22,2024-07-13,21,6,1,0,Vendor_F,10.1,Unit Price,Summer,Delivered,24,1,0,0,2024-07-31,18.2,Severe
ACT-02258,SW_Piping,A1,U00,D,MEP,Construction,1,2024-03-05,2024-03-22,17,5,0,24,Vendor_B,0.2,Unit Price,Spring,Delivered,23,0,1,0,2024-03-23,0.7,On Time
ACT-02259,SW_Piping,A1,U00,E,MEP,Construction,1,2024-09-14,2024-09-20,6,5,0,3,Vendor_F,11.0,Lump Sum,Autumn,Delivered,14,2,0,1,2024-10-04,13.6,Moderate
ACT-02260,SW_Piping,A1,U00,EXT&F,MEP,Construction,1,2024-09-05,2024-09-19,14,1,0,4,Vendor_E,5.3,Lump Sum,Autumn,Delivered,8,0,1,0,2024-09-26,6.7,Mild
